,CATEGORY,TAGS,ga_txt_cleaned
23396,Stream Processing,kafka|linkedin|streaming,linkedin gobblin kafka
18339,Example,example,propensive magnolia example
24211,Logging / Monitoring,logging,logger
1326,Annotation Processing,annotations|io|processor,annotation processor
628,Stream Processing,amazon|aws|camel|connector|kafka|s3|streaming,camel kafkaconnector aw kafka connector
10258,Build Automation Tool Plugins,build|build-system|maven|plugin,mojo buildnumber maven plugin
16032,File Handler,csv|filtering,widebase csv filter
19640,Example,example|image|io,fabric jube image quickstart java
2308,Web Applications,application|console|jboss|resource|web|webapp,jboss console resource
11654,Build Automation Tool Plugins,build|build-system|maven|plugin,gen maven
4617,Web Applications,application|plugin|web|webapp,entando plugin
14443,Mailing,client|mail,solarmosaic client mail
16299,Machine Learning,deep-learning,deeplearningj
15805,UI,css|styles,fishtank css selector
16350,Machine Learning,deep-learning|machine-learning,thoughtwork deeplearne conversion
11535,Build Automation Tool Plugins,build|build-system|maven|plugin,dongliu protoc maven plugin
13619,Testing,camel|integration|metrics|testing,camel quarkus integration test microprofile metric
26471,Database,persistence|template,mybatis template
6121,Web Applications,application|web|webapp,hawkular alert action pagerduty
2472,Web Applications,application|distribution|web|webapp,guvnor ala distribution
27512,Marshalling / Unmarshalling,serialization,xuwei msgpackz jawn
24176,Logging / Monitoring,logging,log
12113,Build Automation Tool Plugins,build|build-system|maven|plugin,coffee mill maven plugin
19706,Example,example|io,xmcda sample
19623,Example,example|image,tidalwave image example customoperation
14439,Testing,client|kafka|streaming|testing,pulsar client kafka test
27197,Job Scheduling,scheduling,kfcfan oh scheduler common
13547,Example,camel|example|rule-engine,drool blueprint camel decision table example
12170,Build Automation Tool Plugins,build|build-system|maven|plugin,plugin version maven
18845,Example,example,atmosphere sample wasync
8054,IDE Modules,binding|eclipse|runtime,core databinde observable source
22626,Messaging / Integration,jms|management|queue,activemq management
19072,Example,example,immutable vavr example
17313,IDE Modules,eclipse|plugin,revelc code formatter core
1773,Web Applications,application|authentication|crud|rest|web|webapp,redhat lightblue rest crud basic auth
21142,Example,example|wicket,wicket example parent
5226,Web Applications,application|servlet|web|webapp,anaptecs jeaf core initializer servlet
6510,Web Applications,application|web|webapp,wildfly quickstart helloworld
26014,Database,orm|persistence,orm fux ormfux simple di
13041,Languages / Compiler / Interpretation,cache|javax|specs|standard,javax cache implementation ri
4198,Web Applications,application|jboss|servlet|web|webapp,jboss quickstart servlet
18174,Example,example,jayway example parent
11142,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin
562,Web Applications,agent|application|web|webapp,wso mdm window agent
15309,Job Scheduling,cron,alonsodomin cron joda
5579,Web Applications,application|web|webapp,workbench web ng
6999,UI,assets|web,jszip redist
28470,Utilities,validation,wix accord coresjs
8622,UI,bootstrap|io|scala|scalajs,scalajs react bootstrapsjs
25401,Build Automation Tool Plugins,maven|plugin|validation,rhq plugin validator
5201,Web Applications,application|service|web|webapp,skltp mb service
17419,IDE Modules,eclipse|plugin|rule-engine,drool kie
14517,Utilities,clojure|date|time,clojure java time
27488,Marshalling / Unmarshalling,serialization,xuwei msgpackz core
9582,Build Automation Tool Plugins,build|build-system|influxdb|maven|metrics|plugin,frtu governance maven plugin
3122,Web Applications,application|example|security|spring|web|webapp,springframework security spring sample
18011,Example,example,blazegraph sample
13593,Application Layer Protocol Integration,camel|ftp|network,camel quarkus ftp parent
6524,Web Applications,application|web|webapp,wildfly quickstart task rs
5654,Web Applications,application|web|webapp,wet boew base theme overlay
24994,Build Automation Tool Plugins,maven|network|plugin|ssh,ssh plugin
13064,Stream Processing,camel|config|connector|kafka|kubernetes|streaming,camel kafkaconnector kubernete config map kafka connector
7348,Security / Authentification,authentication|interface,stratio crossdata auth interface
23927,Logging / Monitoring,logging,gild gfc log
24671,Logging / Monitoring,logging|module,foreach across module log project
22718,Database,jpa|persistence,mwa jpa
4942,Web Applications,application|scheduling|web|webapp,scheduler
7588,Database,aws|database|dynamodb,play dynamodb
73,Actor Frameworks,actor,actor server runtime
24115,Logging / Monitoring,logging,log cyber
4645,Web Applications,application|plugin|web|webapp,entando plugin
4940,Web Applications,application|scala|web|web-framework|webapp,scalatra scalate war
21804,Graph Algorithms and Tools,graph,gohla persistent graph
22471,Testing,jboss|testing,jboss forge furnace test harness
27534,Marshalling / Unmarshalling,serialization,xuwei msgpackz playsjs
12224,Build Automation Tool Plugins,build|build-system|maven|plugin,app pe maven plugin
10880,Build Automation Tool Plugins,build|build-system|maven|plugin,capgemini platina maven release plugin
3983,Web Applications,application|http|web|webapp,rhq
6511,Web Applications,application|web|webapp,wildfly quickstart helloworld rs
21799,Graph Algorithms and Tools,graph,walend disentangle graph
10583,Build Automation Tool Plugins,build|build-system|maven|plugin,sdorra maven plugin
24533,Logging / Monitoring,logging,beigesoft beige log base
26133,OSGi,osgi|service,osgi service
3323,Example,application|example|web|webapp,sample
7767,Build Automation Tool Plugins,beans|build|build-system|maven|plugin,joda maven bean plugin
18624,Example,example,tidalwave thesefoolishthing example finderexample
20059,Example,example|jaxrs|rest|webservice,glassfish jersey example jaxrs type injection
1502,Build,ant,netbean module java source ant
3255,Web Applications,application|example|swagger|web|webapp,wordnik swagger java sample
8424,UI,bootstrap,jwebmp jre bootstrap dialog
43,Database,accumulo|export,rya export accumulo
4564,Web Applications,application|platform|web|webapp,openurp sfu platform sso
18330,Example,example,projectdarkstar example projectsnowman
19937,Example,example|io|kubernetes|vertx,dekorate vertx on kubernete example
11268,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin npm
23315,Testing,junit|testing|webapp,tuscany sca host webapp junit
23971,Logging / Monitoring,logging,petal common log
18814,Example,example,androidtransfuse transfuse example
21529,Languages / Compiler / Interpretation,generator|module|parser|scala,scala lang module parser combinator
5542,Web Applications,application|web|webapp,geronimo application helper
22023,IDE Modules,ide|module,tidalwave netbean util test
12240,Build Automation Tool Plugins,build|build-system|maven|plugin,sonatype plugin maven version
28023,Testing,testing,japgolly microlib test util
22404,Languages / Compiler / Interpretation,javax|specs|standard,javax slee jain
25346,Build Automation Tool Plugins,maven|plugin|schema|validation,smallmind schema validation plugin
9557,Build Automation Tool Plugins,build|build-system|i18n|maven|plugin,maven plugin
7005,UI,assets|web,webjar
20115,Example,example|jms|management|queue,activemq example jms management
23422,Stream Processing,kafka|plugin|streaming,hurence logisland kafka plugin
24152,Logging / Monitoring,logging,envisioniot enos logger
11336,Build Automation Tool Plugins,build|build-system|maven|plugin,theoryinpractise maven plugin
10905,Build Automation Tool Plugins,build|build-system|maven|plugin,cognifide maven plugin crx
1292,Languages / Compiler / Interpretation,annotations|cache|javax|specs|spring|standard,javax cache implementation annotation ri spring
11398,Build Automation Tool Plugins,build|build-system|maven|plugin,acosix maven jshint plugin
12442,Build Automation Tool Plugins,build|build-system|maven|plugin,lgohlke mojo maven enforcer plugin
593,Build Automation Tool Plugins,ajax|build|build-system|jsf|maven|plugin,cdk maven plugin
13703,Application-/ Web-Server,camel|jetty|server|webserver,camel springboot jetty common starter
1526,Build,ant,jonas web container jetty base ant
5817,Web Applications,application|web|webapp,netflix metacat war
26188,File Handler,pdf,pdfbox
7052,UI,assets|web,webjar bower file js
6352,Web Applications,application|web|webapp,rhq war
2250,Web Applications,application|cms|web|webapp,alfresco share
8106,File Handler,binding|json|web,gvnix web json bind
4870,Web Applications,application|rest|web|webapp,vige rest
7977,Benchmarks,benchmark|server|twitter,twitter benchmark server
20954,Example,example|spring,ardikar spring boot starter example
7496,Security / Authentification,authentication|model,auth model
1319,Annotation Processing,annotations|integration|jenkins|processor,integration jenkin annotation processor
14299,Application Layer Protocol Integration,client|http,jodd http
24506,Logging / Monitoring,logging,mnemonic common log
9600,Build Automation Tool Plugins,build|build-system|io|jpa|maven|persistence|plugin,jpa maven plugin
10635,Build Automation Tool Plugins,build|build-system|maven|plugin,velocity maven plugin
19029,Example,example,iceface sample ace parent
14912,Build Automation Tool Plugins,compression|io|maven|plugin,compressor
15786,UI,css|styles,squarespace less core
1423,Build,ant,ant jvm
12266,Build Automation Tool Plugins,build|build-system|maven|plugin,symphonyoss maven plugin
13705,Application-/ Web-Server,camel|jetty|server|webserver,camel jetty common
10825,Build Automation Tool Plugins,build|build-system|maven|plugin,version lifecycle maven plugin
9852,Build Automation Tool Plugins,build|build-system|jaxrs|maven|plugin|rest,raml jaxrs maven plugin
14871,Compression Libraries,compression,soywiz js
21359,Languages / Compiler / Interpretation,functional,parent
22605,Database,jdbc|sql,zhengframework zheng jdbc jooq
13574,Example,camel|example|sql,camel example sql
24756,Logging / Monitoring,logging|scala|slf4j|typesafe,typesafe scala log slfj
5157,Web Applications,application|service|web|webapp,fcrepo service
4677,Web Applications,application|portal|web|webapp,portal jetspeed
18228,Example,example,madgag pulltorefresh sample
18891,Example,example,creativescala doodle example
27130,Testing,scala|testing,scalatest
1717,Aspect Oriented,aop|aspect|bytecode|jboss,jboss
24436,Logging / Monitoring,logging,novatec testit testutil logback
18205,Example,example,liferay fragment demo
5289,Web Applications,application|servlet|web|webapp,wildfly quickstart servlet
7282,UI,assets|web,webjar bowergithub polymerelement iron behavior
6564,Web Applications,application|web|webapp|webdav,fcrepo modeshape webdav war
19011,Example,example,sample
14816,IDE Modules,compatibility|eclipse|registry|runtime,core runtime compatibility registry source
17281,IDE Modules,eclipse|plugin,netcetera workspaceconfig
10654,Build Automation Tool Plugins,build|build-system|maven|plugin,progress maven plugin
9602,Build Automation Tool Plugins,build|build-system|io|json|maven|plugin,wcm maven plugin json dialog conversion
6270,Web Applications,application|web|webapp,orchestra common login
19557,Example,example|hazelcast,hazelcast jet example result
23796,Languages / Compiler / Interpretation,language,jaitool jt jiffle language
27323,Security / Authentification,security|spring,dblock waffle spring security
19967,Example,example|io|schema,servicecomb demo schema
18078,Example,example,ea orbit sample hello
9769,Build Automation Tool Plugins,build|build-system|io|maven|plugin,takari maven plugin
286,Logging / Monitoring,actor|akka|concurrency|distributed|logging|slf4j|typesafe,typesafe akka slfj
14062,Chart Libraries,chart|time|visualization,time chart
9287,Build Automation Tool Plugins,build|build-system|eclipse|maven|plugin,tycho maven plugin
3943,Web Applications,application|gwt|ui|web|webapp,overlord sramp ramp ui gwt
16004,File Handler,csv,neoj csv
4971,Web Applications,application|security|web|webapp,wildfly quickstart security domain web
2629,Web Applications,application|example|extension|spring|web|webapp,springframework extension surf spring application quickstart
5642,Web Applications,application|web|webapp,livesense live launchpad
23499,Stream Processing,kafka|streaming,avsystem common kafka
24788,Logging / Monitoring,logging|slf4j,clapper grizzle slfj
2748,Web Applications,application|example|image|io|servlet|web|webapp,fabric jube image quickstart war cxf cdi servlet
8647,Operations management,bpm,jbpm jpdl
25609,File Handler,module|scala|xml,scala lang module xml
15581,Cryptography,cryptography,hoffman crypto
15582,Cryptography,cryptography,hoffman crypto
15440,Cryptography,cryptography,jetbrain crypto
19650,Example,example|image|io|osgi|rest|security,fabric jube image quickstart karaf cxf secure rest
26011,Database,orm|persistence,mvysny orm
12589,Build Automation Tool Plugins,build|build-system|maven|plugin|ruby,torquebox mojo jruby maven plugin
8498,UI,bootstrap,liftmodule fobo twbs bootstrap
4055,Web Applications,application|io|messaging|web|webapp,joynr java message bounceproxy
17094,IDE Modules,eclipse|io|plugin|report|reporting|ui,report solution birt designer ui
8885,Messaging / Integration,broker|kafka|message|streaming,kafka
9010,Build Automation Tool Plugins,build|build-system|cloud|jpa|maven|persistence|plugin,sap cloud maven plugin
14988,Concurrency Libraries,concurrency|concurrent|functional|scala|scalaz,scalaz concurrent
21298,UI,framework|spring|web,springframework spring webmvc
28388,Utilities,validation,ankurpathak validation
23105,Testing,junit|testing,sling junit
17297,IDE Modules,eclipse|plugin,bpelunit toolsupport
9089,Build Automation Tool Plugins,build|build-system|compiler|maven|plugin,geodienstencentrum maven closure compiler plugin
7428,Security / Authentification,authentication|io|oauth|server,sgr oauth server core
14272,Application Layer Protocol Integration,client|http,criteo lolhttp
20822,Example,example|server|tomcat|webserver,geronimo sample myphonebook tomcat
23657,Stream Processing,kafka|streaming,sysco middleware kafka util
5557,Web Applications,application|web|webapp,metamodel membrane war
24905,File Handler,markdown,fusesource scalamd
12023,Build Automation Tool Plugins,build|build-system|maven|plugin,kaaze bower maven plugin
26931,IDE Modules,scala,openntf sbt ibm common runtime
4595,Web Applications,application|plugin|web|webapp,entando plugin
16647,Languages / Compiler / Interpretation,dependency-injection|javax|specs|spring|standard,javax inject springsource
15981,File Handler,csv,nrinaudo kantan csv
14293,Application Layer Protocol Integration,client|http,http client
9896,Build Automation Tool Plugins,build|build-system|jboss|maven|plugin,jboss windup legacy application maven plugin
4261,Web Applications,application|jetty|server|web|webapp|webserver,jetty
9147,Build Automation Tool Plugins,build|build-system|csharp|dotnet|maven|plugin,maven plugin
10923,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin
12175,Build Automation Tool Plugins,build|build-system|maven|plugin,preesm maven plugin
9908,Build Automation Tool Plugins,build|build-system|jenkins|maven|plugin,goldin jenkin maven plugin
8087,Languages / Compiler / Interpretation,binding|javax|specs|standard|xml,javax xml jaxb xjc
11180,Build Automation Tool Plugins,build|build-system|maven|plugin,nesscompute mojo maven plugin
8346,Bitcoin,bitcoin,spark
21233,UI,framework|groovy|web,grail web
27211,Job Scheduling,scheduling,quartz scheduler
7705,Barcode Handler,barcode,itextpdf barcode
24551,Logging / Monitoring,logging,logger
27694,Stream Processing,spark|streaming,fsanaulla chronicler spark streaming
7698,Barcode Handler,barcode,barcodej
16256,Machine Learning,deep-learning,deeplearningj arbiter server
11556,Build Automation Tool Plugins,build|build-system|maven|plugin,jawr maven plugin
21447,Languages / Compiler / Interpretation,functional|scala|scalaz,scalaz coresjs
14514,File Handler,clojure|csv|data,clojure datum csv
10639,Build Automation Tool Plugins,build|build-system|maven|plugin,veithen maven plugin
17348,IDE Modules,eclipse|plugin,vorto codegen coap
467,Web Applications,admin|application|config|jaxrs|rest|tools|web|webapp,deephack toolsj config admin jaxrs
13243,Stream Processing,camel|connector|kafka|streaming,camel kafkaconnector kafka connector
4935,Web Applications,application|scala|web|web-framework|webapp,liftweb lift hellolift
1788,Web Applications,application|authentication|example|web|webapp,geronimo sample generic auth war
18981,Example,example,geomajas puregwt example
9125,Build Automation Tool Plugins,build|build-system|config|maven|plugin|schema,jibx schema config maven plugin
23366,JWT Libraries,jwt,util simple jwt
6594,Web Applications,application|web|webapp|webservice,weblab webservice simple
22377,Languages / Compiler / Interpretation,javax|specs|standard,javax interceptor api
26842,Rule Engines,rule-engine,drool ha
21968,UI,hibernate|persistence|web-framework,wicp tam tapestry hibernate
17018,IDE Modules,eclipse|generator|plugin,franca generator
8118,File Handler,binding|plugin|xml,jaxb plugin xjc non null
3906,Web Applications,application|git|web|webapp,gitlab java adapter web
18427,Example,example,tascape reactor demo webui
6900,UI,assets|jquery|validation|web,webjar jquery validation
13840,Distributed Coordination,camel|zookeeper,camel zookeeper master
14162,Database,client|database|hbase,omid hbase client
24159,Logging / Monitoring,logging,logback nat appender
18207,Example,example,liferay journal demo
4397,Web Applications,application|mapping|servlet|web|webapp,mobicent servlet sip mapping
3844,Web Applications,application|extension|web|webapp,face extension dynaface facelet blank
9805,Build Automation Tool Plugins,build|build-system|io|maven|plugin|sdk,sdk maven plugin
24899,File Handler,markdown,databinder pamflet knockoff
27286,Security / Authentification,security,surpassm liaoin security pc
5764,Web Applications,application|web|webapp,geeoz atom web
13330,Cryptography,camel|cryptography,camel crypto starter
18232,Example,example,mastfrog simplevalidation demo
10868,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin
26091,OSGi,osgi,osgi enroute
24427,Logging / Monitoring,logging,jmini file logger
25311,Build Automation Tool Plugins,maven|plugin,plugin
7831,Benchmarks,benchmark,marble benchmark common
23666,Exception Handling,kafka|streaming|exception,rentpath kafka stream exception handler
745,Code analyses,analysis,analysis
377,Testing,actor|akka|concurrency|distributed|testing|typesafe,typesafe akka testkit
27231,Version-control system tools,scm,jgit http server
11753,Build Automation Tool Plugins,build|build-system|maven|plugin,appng maven plugin
22566,Database,jdbc|sql,marcosemiao jdbc name parameter
8407,UI,bootstrap,helger ph oton bootstrap
27127,Testing,scala|testing,scalatest
17214,IDE Modules,eclipse|persistence|plugin|server,binternational snowowl datastore server
10323,Build Automation Tool Plugins,build|build-system|maven|plugin,mojo maven plugin
23476,Stream Processing,kafka|streaming,plcx kafka
11928,Build Automation Tool Plugins,build|build-system|maven|plugin,glassfish build spec version maven plugin
18633,Example,example,rudin rt example
26815,Rule Engines,rule-engine,intoverflow booster dependency drool
6525,Web Applications,application|web|webapp,wildfly quickstart task
5155,Web Applications,application|service|web|webapp,wso carbon appmgt service api
3173,Web Applications,application|example|service|web|webapp,keycloak example demo service account
1033,Code analyses,analysis|config,checkstyle config
15415,Cryptography,cryptography,xinyang pan cryptoj core
4494,Web Applications,application|module|web|webapp,vgregion tyck till core bc module web
7853,Benchmarks,benchmark,onedaybeard artemis odb benchmark
1866,Web Applications,application|benchmark|html|web|webapp,playn benchmark html
6347,Web Applications,application|web|webapp,restcomm
27507,Marshalling / Unmarshalling,serialization,xuwei msgpackz coresjs
14973,Concurrency Libraries,concurrency|concurrent|functional|scala|scalaz,scalaz concurrent
16120,Database,database|driver|postgresql,postgresql
8959,Build Automation Tool Plugins,build|build-system|camel|generator|maven|plugin,camel bom generator maven plugin
26331,File Handler,pdf,bit scout pdf converter
21185,External Process Execution,execution|process,zeroturnaround exec
4241,Web Applications,application|jetty|server|servlet|testing|web|webapp|webserver,mortbay jetty testwar test war servlet
336,Testing,actor|akka|concurrency|distributed|remote|testing|typesafe,typesafe akka remote test
8605,UI,bootstrap|gateway|io,gravitee gateway standalone bootstrap
12062,Build Automation Tool Plugins,build|build-system|maven|plugin,kuali maven plugin
9606,Build Automation Tool Plugins,build|build-system|io|kafka|maven|plugin|streaming,kafka connect maven plugin
24437,Logging / Monitoring,logging,xiancloud xian gelf logj
1429,Build,ant,odavid maven plugin ant logger
991,Testing,analysis|code-coverage|coverage|plugin,scoverage scalac plugin
17122,IDE Modules,eclipse|io|plugin|transport,openhab transport feed
8652,Operations management,bpm,jbpm bpmn
26481,Testing,play-framework|testing|typesafe,typesafe play test
25269,Build Automation Tool Plugins,maven|plugin,app
7846,Benchmarks,benchmark,int esa app benchmark
23261,Testing,junit|testing,junit
8603,UI,bootstrap|facebook,facebook airlift bootstrap
24582,Logging / Monitoring,logging,graylog share
20295,Example,example|kafka|streaming,kafka example
19059,Example,example,ikasan sample jms
3192,Web Applications,application|example|servlet|web|webapp,mobicent servlet sip example call forward distributable
19333,Example,example|extension,eobject datacleaner sample extension
18433,Example,example,tencent angel example
18691,Example,example,java quickcheck example
11788,Build Automation Tool Plugins,build|build-system|maven|plugin,bitstring maven plugin
19544,Example,example|hadoop,hadoop retry sample
26606,Database,rdf,weblab core helper rdf jena
23074,Testing,junit|reporter|testing,kncept junit reporter
2993,Example,application|example|portal|web|webapp,disney groovity sample portal
18455,Example,example,example
781,Code analyses,analysis,jdepend
6040,Web Applications,application|web|webapp,dataone dspace xmlui
4127,Web Applications,application|io|web|webapp,fabric quickstart war wildfly
24984,Utilities,matrix|vector,nuiton matrix
10293,Build Automation Tool Plugins,build|build-system|maven|plugin,mojo optimizer maven plugin
25899,Natural Language Processing,nlp,ctake pos
11988,Build Automation Tool Plugins,build|build-system|maven|plugin,jibx maven plugin
17496,IDE Modules,eclipse|runtime,core source
11641,Build Automation Tool Plugins,build|build-system|maven|plugin,light maven plugin
5997,Web Applications,application|web|webapp,war
12726,Build Automation Tool Plugins,build|build-system|maven|plugin|swagger,swagger maven plugin
20612,Example,example|queue,detachment rocketmq example
3275,Example,application|example|ui|web|webapp,toop demo ui dc
21675,Marshalling / Unmarshalling,google|protocol|serialization,google protobuf protoc
17978,Example,example,aliyun example
10743,Build Automation Tool Plugins,build|build-system|maven|plugin,maven mirah plugin
6806,UI,assets,webjar npm immutable
7624,Database,aws|database|dynamodb|reactive|testing,jiko reactive dynamodb test
19374,Example,example|filtering,wix sample extend filter
24900,File Handler,markdown,databinder pamflet knockoff
4357,Web Applications,application|mail|web|webapp,james
25598,File Handler,module|scala|xml,scala lang module xml
2491,Web Applications,application|doc|web|webapp,documentation
2570,Web Applications,application|elastic|elasticsearch|metrics|search|web|webapp,hawkular alert elasticsearch alerter metric
10452,Build Automation Tool Plugins,build|build-system|maven|plugin,helpermethod continuous update maven plugin
14810,Distributed Communication,communication|distributed|remoting,lihaoyi autowiresjs
20620,Example,example|reactive,promise rxjava example
21708,Graph Algorithms and Tools,graph,kfinstatemachine graph util
7701,Barcode Handler,barcode,barcode
3354,Example,application|example|web|webapp,khubla pragmatach example
2471,Web Applications,application|distribution|web|webapp,geomajas dist
24328,Logging / Monitoring,logging,softwaremill monix logback
13449,Example,camel|example,camel example
8071,Example,binding|example|json|webservice|xml,glassfish jersey example json jaxb
26975,Testing,scala|specs|testing|tools,scala tool testing spec
7283,UI,assets|web,webjar bowergithub polymerelement paper button
6368,Web Applications,application|web|webapp,sakaiproject tool
22098,File Handler,io|json,argonaut argonautsjs
8724,Operations management,bpm|cloud|event|service,activiti cloud rb service message event
19875,Example,example|io,syndesis example
16411,Machine Learning,deep-learning|machine-learning,thoughtwork deeplearne lift
6204,Web Applications,application|web|webapp,molgenis app
24746,Logging / Monitoring,logging|remote,log logback remote appender
7822,Benchmarks,benchmark,speedment common benchmark
19777,Example,example|io,boot sample invoker
28408,Utilities,validation,jmodel validation
15534,Cryptography,cryptography,virgilsecurity crypto common
780,Code analyses,analysis,ik analysis core
13351,Database,camel|database|hbase,camel springboot hbase starter
8661,Operations management,bpm,jbpm workitem bpmn
5996,Web Applications,application|web|webapp,aperteworkflow base gui
26113,OSGi,osgi|repository|service,osgi service repository
19452,Example,example|google,google code flexlib example
21411,Languages / Compiler / Interpretation,functional|scala|scalaz,scalaz core
13709,Managing / Monitoring,camel|jmx,camel springboot jmx starter
12128,Build Automation Tool Plugins,build|build-system|maven|plugin,objectweb fractal fractaladl juliac plugin maven
13830,File Handler,camel|xml,camel quarkus xml
13222,Stream Processing,camel|connector|kafka|streaming,camel kafkaconnector ignite kafka connector
16446,Machine Learning,deep-learning|machine-learning,deeplearningj rlj
24469,Logging / Monitoring,logging,java truevfs ext log
4555,Web Applications,application|platform|web|webapp,xwiki platform tool
22038,Messaging / Integration,integration,petal eip
13971,Chart Libraries,chart|device|eclipse|extension|io|plugin|reporting|visualization,report solution birt chart device extension
23101,Testing,junit|support|testing,jbehave junit support
6172,Web Applications,application|web|webapp,kie workbench stunner wb common showcase project
3702,Example,application|example|web|webapp|webservice,glassfish jersey example webapp
5080,Web Applications,application|server|web|webapp,jasig server war
19628,Example,example|image,imajine image example
9647,Build Automation Tool Plugins,build|build-system|io|maven|plugin,maven plugin
8414,UI,bootstrap,jwebmp jre bootstrap dialog
2935,Web Applications,application|example|location|service|servlet|web|webapp,mobicent servlet sip example location service
17504,IDE Modules,eclipse|runtime,core
25402,Build Automation Tool Plugins,maven|plugin|validation,plugin validator
804,Code analyses,analysis,jenkin ci plugin analysis model api
25618,File Handler,module|scala|xml,scala lang module xmlsjs
28319,Utilities,time,fluidsonic fluid time jdk
22992,Testing,json|testing,propensive rapture json test
24158,Logging / Monitoring,logging,gforge alexandria ax log
25686,Native Access Tools,native,datastax oss native protocol
8464,UI,bootstrap,bootstrap
15145,Crawler,crawler,digitalpebble storm crawler external
18790,Example,example,example
11651,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin
20622,Example,example|reader,alibaba database java reader demo
15850,File Handler,csv,widebase csv
9543,Build Automation Tool Plugins,build|build-system|hibernate|maven|persistence|plugin,hibernate maven plugin
25857,Native Access Tools,native|scala,scala native
23486,Stream Processing,kafka|streaming,stream persist kafka
24410,Logging / Monitoring,logging,agilecoder logger loge logback
11627,Build Automation Tool Plugins,build|build-system|maven|plugin,alchim yuicompressor maven plugin
20514,Example,example|osgi|service|spring,ftpserver example osgi spring service
20080,Example,example|jdbc|sql,arie sample ariestrader jdbc
14114,Chart Libraries,charts,pivot chart
24288,Logging / Monitoring,logging,outr
704,IDE Modules,amazon|aws|eclipse|plugin,vorto codegen aw
21078,Example,example|vertx,atmosphere vertx sample chat
25299,Build Automation Tool Plugins,maven|plugin,ua dej
10933,Build Automation Tool Plugins,build|build-system|maven|plugin,digitalasset daml maven plugin
17146,IDE Modules,eclipse|library|plugin,emf mwe
25920,Natural Language Processing,nlp,nlp
21963,Utilities,hibernate|persistence|validation,osgiliath wrapper hibernate validator cdi
11546,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin
27647,Social Network Clients,social,craftercms crafter social
23214,Testing,junit|testing,tngtech junit dataprovider jupiter
2549,Web Applications,application|ejb|server|web|webapp,wildfly quickstart ejb multi server app main web
28059,Testing,testing,japgolly test state ext catssjs
20198,Example,example|jms|queue,consol citrus simulator sample jms
17484,IDE Modules,eclipse|resource|runtime,core resource source
12214,Build Automation Tool Plugins,build|build-system|maven|plugin,maven plugin
25274,Build Automation Tool Plugins,maven|plugin,smallmind javafx mojo
7980,Benchmarks,benchmark|spark,marble spark local benchmark
5873,Web Applications,application|web|webapp,webapp
24356,Logging / Monitoring,logging,techempower gemini logj
3169,Example,application|example|service|web|webapp,toto castaldi service rest example
8609,UI,bootstrap|git,gitlab jhonsapp bootstrap document
18338,Example,example,propensive magnolia example
9720,Build Automation Tool Plugins,build|build-system|io|maven|plugin,plugin maven
5172,Web Applications,application|service|web|webapp,fcrepo service
8477,UI,bootstrap,liftmodule fobo twbs bootstrap re
4880,Web Applications,application|rest|web|webapp,fusesource fabric rest
8421,UI,bootstrap,jwebmp jre bootstrap
9265,Build Automation Tool Plugins,build|build-system|eclipse|jetty|maven|plugin|server|webserver,jetty toolchain orbit maven plugin
9523,Build Automation Tool Plugins,build|build-system|groovy|maven|plugin|template,maven groovy template plugin
27579,Application-/ Web-Server,server|tomcat|webserver,dblock waffle tomcat
16313,Machine Learning,deep-learning,dkpro ml deeplearningj
6579,Web Applications,application|web|webapp|webservice,jersey contrib bill burke book ex
14908,Compression Libraries,compression,jni
4130,Web Applications,application|io|web|webapp,hawt hawtio
2342,Web Applications,application|console|web|webapp,syncope console
2520,Web Applications,application|eclipse|server|web|webapp,dirigible server database
22223,Utilities,io|scala,scala incubator file
11587,Build Automation Tool Plugins,build|build-system|maven|plugin,officefloor maven tycho shade plugin
20284,Example,example|junit|testing,fitbur testify example junit springboot systemt
25385,Build Automation Tool Plugins,maven|plugin|tools,mule tool
17339,IDE Modules,eclipse|plugin,tycho resolver
28048,Testing,testing,japgolly test state core
15301,Job Scheduling,cron,alonsodomin cron decline
12387,Build Automation Tool Plugins,build|build-system|maven|plugin,atlassian maven plugin bamboo
4335,Web Applications,application|jsp|web|webapp,tuscany sca helloworld scaclient jsp
4263,Web Applications,application|jetty|server|web|webapp|webserver,apereo cas server webapp jetty
19180,Example,example,jelmerk hnswlib example parent pom
6603,Web Applications,application|web|webapp|websocket,wildfly quickstart websocket endpoint
21297,UI,framework|spring|web,springframework spring web
26883,Rule Engines,rule-engine|editor,drool wb dtable xls editor backend
17309,IDE Modules,eclipse|plugin,officefloor
27820,Application Layer Protocol Integration,ssl,addc ssl
7095,UI,assets|web,webjar
27648,Social Network Clients,social,craftercms crafter social alt
27563,Application-/ Web-Server,server,wildfly server
27971,Testing,testing,test
22024,IDE Modules,image,imajine image contribution
19003,Example,example,glassfish tyrus sample project
4228,Web Applications,application|jetty|logging|server|slf4j|testing|web|webapp|webserver,mortbay jetty testwar test war slfj
15354,Cryptography,cryptography,adobe granite crypto
26614,Reflection Libraries,reflection,fabric jdk reflection
27074,Testing,scala|testing,scalacheck scalachecksjs
14879,Compression Libraries,compression,snappy
